model,level,module,module_short,problem_index,expected_answer,model_answer,answered,correct,finish_reason,input_tokens,output_tokens
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,5,-18.0,-18,True,True,stop,248,265
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,6,-1.0,-1,True,True,stop,246,785
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,7,-30.0,-30,True,True,stop,246,524
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,8,12.0,12,True,True,stop,244,623
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,9,-42.0,-42,True,True,stop,243,550
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,10,12.0,12,True,True,stop,246,303
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,11,-40.0,-40,True,True,stop,246,396
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,12,20.0,20,True,True,stop,247,319
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,13,-27.0,-27,True,True,stop,244,255
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,14,-13.0,-13,True,True,stop,246,517
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,15,56.0,56,True,True,stop,247,218
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,16,-9.0,-9,True,True,stop,246,685
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,17,-32.0,-32,True,True,stop,247,239
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,18,-36.0,-36,True,True,stop,246,263
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,19,-12.0,-12,True,True,stop,244,467
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,20,4.0,4,True,True,stop,246,496
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,21,8.0,8,True,True,stop,247,352
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,22,8.0,8,True,True,stop,244,284
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,23,12.0,12,True,True,stop,247,226
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,24,45.0,45,True,True,stop,245,453
gpt-5.5,level-1,linear_programming__non_trivial_linear_programming,LP,25,9.0,9,True,True,stop,247,316
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,1,-2.9457227954162417,-2.95,True,True,stop,277,3106
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,2,-0.5000000000000001,-0.5,True,True,stop,277,543
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,3,-3.1999999999999997,-3.2,True,True,stop,277,532
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,4,-1.3448275862068964,-1.3448275862,True,True,stop,277,642
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,5,-1.5445840040597094,-1.54,True,True,stop,277,3418
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,6,-6.841533365055232,-6.84,True,True,stop,277,2796
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,7,-0.2884615384615385,-0.2884615385,True,True,stop,277,483
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,8,-2.4941789126570786,-2.49,True,True,stop,277,3515
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,9,-4.0357142857142865,-4.0357142857,True,True,stop,277,644
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,10,-3.413793103448276,-3.4137931034,True,True,stop,277,542
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,11,-1.0,-1,True,True,stop,277,477
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,12,-1.1363636363636362,-1.13636,True,True,stop,277,769
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,13,-2.4146033136827745,-2.41,True,True,stop,277,2425
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,14,-0.5357142857142856,-0.5357142857,True,True,stop,277,623
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,15,-0.6600000000000001,-0.66,True,True,stop,277,594
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,16,-2.8461538461538445,-2.8461538461538463,True,True,stop,277,494
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,17,-3.499999999999999,-3.5,True,True,stop,277,472
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,18,-1.3636363636363638,-1.3636363636,True,True,stop,277,644
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,19,-1.638410684448729,-1.64,True,True,stop,277,2139
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,20,-5.100653152113239,-5.1,True,True,stop,277,3213
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,21,-1.125,-1.125,True,True,stop,277,464
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,22,-4.583333333333335,-4.583333333333333,True,True,stop,277,516
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,23,-0.75,-0.75,True,True,stop,277,484
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,24,-0.8653846153846154,-0.8653846154,True,True,stop,277,602
gpt-5.5,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,25,-0.8181818181818183,-0.8181818182,True,True,stop,277,637
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,1,434.5000007998601,434.5,True,True,stop,287,641
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,2,52.22058823529397,52.22,True,True,stop,288,666
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,3,43.70710061257786,43.71,True,True,stop,288,808
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,4,59.625000077502335,59.625,True,True,stop,287,667
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,5,234.44117647058678,234.44,True,True,stop,289,661
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,6,139.75619837748158,139.76,True,True,stop,289,796
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,7,-8.500000000000002,-8.5,True,True,stop,289,426
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,8,1.1800000006661828,1.18,True,True,stop,291,676
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,9,13.313207548937555,13.31,True,True,stop,285,1742
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,10,80.1666666805012,80.17,True,True,stop,290,530
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,11,248.7812521572996,248.78125,True,True,stop,290,663
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,12,180.43425710188973,180.43,True,True,stop,288,945
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,13,35.00000012569968,39,True,False,stop,288,691
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,14,128.8749999999999,128.875,True,True,stop,289,432
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,15,-7.289256198347107,-7.29,True,True,stop,290,921
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,16,-10.343749966161802,-10.34375,True,True,stop,290,671
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,17,8.42352941176462,8.42,True,True,stop,288,654
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,18,102.2264957264954,102.23,True,True,stop,287,780
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,19,0.9374999999999987,0.9375,True,True,stop,288,491
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,20,-0.0689655172413792,-0.0689655172,True,True,stop,288,618
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,21,6.399999999999943,6.4,True,True,stop,286,465
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,22,1.7896725440806143,1.79,True,True,stop,287,689
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,23,4.720000000000004,4.72,True,True,stop,287,612
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,24,0.27160493827160576,0.2716049383,True,True,stop,283,724
gpt-5.5,level-1,quadratic_programming__quadratic_programming,QP,25,-4.742647058823536,-4.742647058823536,True,True,stop,284,645
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,1,6.92820323027551,6.9282032303,True,True,stop,266,603
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,2,20.533069176171747,20.53,True,True,stop,263,1698
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,3,10.735871271461187,10.74,True,True,stop,268,2035
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,4,11.45045682512972,11.45,True,True,stop,270,2916
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,5,6.0,6.0,True,True,stop,264,427
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,6,8.048995012177526,8.05,True,True,stop,269,1438
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,7,6.030226870855282,6.2,True,False,stop,266,1333
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,8,4.4194338192452935,4.42,True,True,stop,261,1436
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,9,6.621199478481605,6.62,True,True,stop,266,1445
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,10,0.5499999974983946,0.55,True,True,stop,261,531
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,11,8.299100965226359,8.3,True,True,stop,267,1379
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,12,9.155457280084267,9.16,True,True,stop,265,1155
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,13,4.9512081921894495,4.9512,True,True,stop,264,1180
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,14,5.808595708532616,5.81,True,True,stop,266,1517
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,15,5.943886682393317,5.94,True,True,stop,266,694
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,16,3.4641016151377544,3.4641016151377544,True,True,stop,265,513
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,17,3.6364306518917706,3.64,True,True,stop,261,1218
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,18,6.121564668748527,6.12,True,True,stop,265,1139
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,19,2.354362089405747,2.35,True,True,stop,261,1197
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,20,0.7415246301196246,0.7415,True,True,stop,266,666
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,21,13.16017119854099,13.16,True,True,stop,261,1123
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,22,5.834599683236885,5.83,True,True,stop,258,726
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,23,10.187614242692456,10.18,True,True,stop,266,1147
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,24,7.259726925787131,7.26,True,True,stop,266,1288
gpt-5.5,level-2,geometric__basic_geometric_programming,GP,25,20.70196703122801,20.7,True,True,stop,266,647
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,1,3.0,3,True,True,stop,256,898
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,2,3.0,3,True,True,stop,255,266
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,3,28.0,28,True,True,stop,256,568
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,4,2.0,2,True,True,stop,255,551
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,5,46.0,46,True,True,stop,260,653
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,6,-72.0,-72,True,True,stop,257,503
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,7,2.0,2,True,True,stop,258,658
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,8,38.0,38,True,True,stop,254,605
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,9,93.0,100,True,False,stop,253,609
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,10,72.0,72,True,True,stop,255,393
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,11,40.0,40,True,True,stop,257,383
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,12,12.0,12,True,True,stop,258,623
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,13,4.0,4,True,True,stop,257,240
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,14,-16.0,-16,True,True,stop,257,269
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,15,41.0,41,True,True,stop,256,817
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,16,-22.0,-22,True,True,stop,257,420
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,17,12.0,12,True,True,stop,255,758
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,18,5.0,5,True,True,stop,258,435
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,19,-63.0,-63,True,True,stop,257,248
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,20,30.0,30,True,True,stop,255,432
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,21,10.0,10,True,True,stop,257,503
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,22,3.0,3,True,True,stop,257,398
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,23,-18.0,-18,True,True,stop,259,421
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,24,10.0,10,True,True,stop,256,774
gpt-5.5,level-2,linear_programming__non_trivial_linear_programming,LP,25,-40.0,-40,True,True,stop,251,407
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,1,-1.6428571428571428,-1.642857142857143,True,True,stop,316,624
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,2,-1.5000000000000002,-1.5,True,True,stop,316,543
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,3,-0.5999999999999999,-0.6,True,True,stop,316,579
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,4,-2.2499999999999996,-2.25,True,True,stop,316,579
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,5,-3.870400160177822,-3.87,True,True,stop,316,2870
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,6,-3.412834032881211,-3.41,True,True,stop,316,3334
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,7,-2.0,-2.0,True,True,stop,316,490
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,8,-2.24943560250569,-2.25,True,True,stop,316,2704
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,9,-5.028944265427433,-5.03,True,True,stop,316,3650
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,10,-1.1091141767915658,-1.11,True,True,stop,316,3277
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,11,-0.5388452380075851,-0.54,True,True,stop,316,2691
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,12,-1.2027449656676583,-1.203,True,True,stop,316,3196
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,13,-1.2115384615384615,-1.2115384615,True,True,stop,316,721
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,14,-2.2688233808525147,-2.27,True,True,stop,316,3537
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,15,-3.85,-3.85,True,True,stop,316,639
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,16,-0.16666666666666666,-0.1666666667,True,True,stop,316,447
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,17,-0.7941176470588234,-0.7941176471,True,True,stop,316,607
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,18,-1.8846153846153844,-1.8846153846,True,True,stop,316,604
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,19,-4.9329953915187605,-4.93,True,True,stop,316,5176
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,20,-2.326220239708214,-2.33,True,True,stop,316,3812
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,21,-2.5882352941176476,-2.5882352941,True,True,stop,316,626
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,22,-1.2500000000000002,-1.25,True,True,stop,316,651
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,23,-5.848400114093492,-5.85,True,True,stop,316,5105
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,24,-2.317253839678489,-2.32,True,True,stop,316,7395
gpt-5.5,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,25,-1.777777777777778,-1.78,True,True,stop,316,630
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,1,8.378048780487813,8.38,True,True,stop,300,692
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,2,31.03999999864849,31.04,True,True,stop,299,703
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,3,42.00000000022205,42,True,True,stop,299,518
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,4,108.47499999999994,108.475,True,True,stop,297,649
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,5,-2.0,-2.0,True,True,stop,300,486
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,6,78.3757399500557,78.38,True,True,stop,297,1028
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,7,46.000000000712426,46,True,True,stop,298,561
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,8,96.00000000103965,96.0,True,True,stop,301,694
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,9,-1.9655172413793078,-1.97,True,True,stop,301,687
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,10,182.04101551962736,210.4296875,True,False,stop,303,691
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,11,54.000000047831634,54,True,True,stop,299,574
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,12,-1.9999999996984865,-2,True,True,stop,299,729
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,13,62.13888889729991,62.14,True,True,stop,302,680
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,14,46.02352941176489,46.02,True,True,stop,301,701
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,15,6.000000000000001,6,True,True,stop,299,709
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,16,29.000000011405557,29,True,True,stop,301,658
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,17,37.500000006158245,37.5,True,True,stop,298,511
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,18,2.944444445638918,2.9444444444,True,True,stop,302,702
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,19,282.2500000131683,282.25,True,True,stop,301,470
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,20,411.5827586206872,411.58,True,True,stop,298,883
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,21,18.444444444444237,18.44,True,True,stop,300,572
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,22,65.40625000045968,37.40625,True,False,stop,301,693
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,23,382.1111111218892,386.7777777778,True,False,stop,299,731
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,24,35.60000000000002,35.6,True,True,stop,301,458
gpt-5.5,level-2,quadratic_programming__quadratic_programming,QP,25,22.99999999988581,23,True,True,stop,298,367
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,1,1.732299936871923,1.73,True,True,stop,302,2338
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,2,29.224600646821024,29.22,True,True,stop,290,1639
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,3,5.291502224600881,5.29,True,True,stop,292,1107
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,4,0.2828427121087018,0.2828427125,True,True,stop,286,1211
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,5,3.0687089984672182,3.07,True,True,stop,292,5456
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,6,2.4987213032829176,2.5,True,True,stop,279,1490
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,7,21.475104297602154,21.47,True,True,stop,289,9017
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,8,0.4000000187408366,0.4,True,True,stop,296,969
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,9,16.72724032922442,16.73,True,True,stop,296,3569
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,10,4.397691725451946,4.4,True,True,stop,292,1245
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,11,0.34154199277876984,0.34,True,True,stop,296,1278
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,12,2.8474740083778936,2.85,True,True,stop,295,1204
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,13,2.6048706981955276,2.6049,True,True,stop,286,1719
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,14,2.190889612988114,2.1909,True,True,stop,289,676
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,15,1.8456403824133711,1.85,True,True,stop,294,1890
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,16,10.293305663698165,10.29,True,True,stop,290,3591
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,17,0.7057515185178131,0.7058,True,True,stop,304,2809
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,18,11.743888455438105,11.74,True,True,stop,291,2633
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,19,4.5175395107791685,4.52,True,True,stop,302,1327
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,20,11.775329280475392,11.78,True,True,stop,299,3752
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,21,0.876923076901222,0.8769230769,True,True,stop,292,969
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,22,15.355713754415305,15.36,True,True,stop,285,3009
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,23,31.332264770458927,31.33,True,True,stop,299,6379
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,24,7.623337317415972,7.62,True,True,stop,300,5842
gpt-5.5,level-3,geometric__basic_geometric_programming,GP,25,8.797261468547369,8.8,True,True,stop,295,4270
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,1,-12.0,-12,True,True,stop,272,501
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,2,9.0,9,True,True,stop,274,759
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,3,-14.0,-14,True,True,stop,270,647
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,4,48.0,48,True,True,stop,269,1072
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,5,14.0,14,True,True,stop,269,585
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,6,-20.0,-20,True,True,stop,269,829
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,7,-32.0,-32,True,True,stop,272,1010
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,8,60.0,60,True,True,stop,269,636
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,9,-38.0,-38,True,True,stop,272,1311
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,10,4.0,4,True,True,stop,272,847
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,11,3.0,3,True,True,stop,272,1499
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,12,-12.0,-12,True,True,stop,271,503
gpt-5.5,level-3,linear_programming__non_trivial_linear_programming,LP,13,18.0,18,True,True,stop,269,1406
