model,level,module,module_short,problem_index,expected_answer,model_answer,answered,correct,finish_reason,input_tokens,output_tokens
qwen3-235b-a22b-thinking-2507,level-1,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,21,5.152371969265797,3.52,True,False,stop,245,6003
qwen3-235b-a22b-thinking-2507,level-1,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,22,4.14640395801335,4.15,True,True,stop,248,5091
qwen3-235b-a22b-thinking-2507,level-1,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,23,12.277684155734296,12.28,True,True,stop,248,9278
qwen3-235b-a22b-thinking-2507,level-1,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,24,6.932856366824589,0.25,True,False,stop,251,6806
qwen3-235b-a22b-thinking-2507,level-1,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,25,5.984235914164003,5.98,True,True,stop,253,12130
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,1,-10.0,-10.0,True,True,stop,242,2858
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,2,-8.0,-8.0,True,True,stop,244,3676
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,3,-8.0,-8.0,True,True,stop,242,2153
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,4,-6.0,-6.0,True,True,stop,242,6158
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,5,-18.0,-18.0,True,True,stop,245,1629
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,6,-1.0,-1.0,True,True,stop,244,3163
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,7,-30.0,-30.0,True,True,stop,243,6560
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,8,12.0,12.0,True,True,stop,242,7238
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,9,-42.0,-42.0,True,True,stop,242,2068
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,10,12.0,12.0,True,True,stop,242,1227
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,11,-40.0,-40.0,True,True,stop,243,4665
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,12,20.0,20.0,True,True,stop,245,2518
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,13,-27.0,-27.0,True,True,stop,241,1549
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,14,-13.0,-13.0,True,True,stop,242,6244
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,15,56.0,56.0,True,True,stop,245,1474
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,16,-9.0,-9.0,True,True,stop,243,4094
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,17,-32.0,-32.0,True,True,stop,244,876
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,18,-36.0,-36.0,True,True,stop,244,1052
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,19,-12.0,-12.0,True,True,stop,241,6003
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,20,4.0,4.0,True,True,stop,242,3435
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,21,8.0,8.0,True,True,stop,244,3596
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,22,8.0,8.0,True,True,stop,240,731
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,23,12.0,12.0,True,True,stop,244,1137
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,24,45.0,45.0,True,True,stop,242,3354
qwen3-235b-a22b-thinking-2507,level-1,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,linear_programming__non_trivial_linear_programming__qwen3-235b-a22b-thinking-2507,25,9.0,9.0,True,True,stop,243,2794
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,1,-2.9457227954162417,-2.95,True,True,stop,275,15167
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,2,-0.5000000000000001,-1.5,True,False,stop,273,3553
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,3,-3.1999999999999997,-3.2,True,True,stop,276,3644
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,4,-1.3448275862068964,-1.34,True,True,stop,276,3097
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,5,-1.5445840040597094,-1.54,True,True,stop,272,17733
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,6,-6.841533365055232,,False,,,274,18055
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,7,-0.2884615384615385,-195.00000000000003,True,False,stop,276,4184
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,8,-2.4941789126570786,-2.49,True,True,stop,276,16858
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,9,-4.0357142857142865,-4.04,True,True,stop,276,3781
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,10,-3.413793103448276,-3.41,True,True,stop,276,3372
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,11,-1.0,-1.0,True,True,stop,273,4418
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,12,-1.1363636363636362,-1.14,True,True,stop,276,4103
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,13,-2.4146033136827745,,False,,,273,21976
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,14,-0.5357142857142856,-15.0,True,False,stop,273,4001
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,15,-0.6600000000000001,-1.66,True,False,stop,276,3935
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,16,-2.8461538461538445,-2.85,True,True,stop,275,2946
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,17,-3.499999999999999,-3.5,True,True,stop,274,2277
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,18,-1.3636363636363638,-1.36,True,True,stop,276,3513
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,19,-1.638410684448729,-1.64,True,True,stop,275,20941
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,20,-5.100653152113239,-5.1,True,True,stop,276,16474
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,21,-1.125,-1.13,True,True,stop,273,6547
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,22,-4.583333333333335,-4.58,True,True,stop,276,3393
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,23,-0.75,-1.75,True,False,stop,276,3378
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,24,-0.8653846153846154,-1.87,True,False,stop,276,6429
qwen3-235b-a22b-thinking-2507,level-1,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,quadratic_constrained_quadratic_programming__basic_qcqp__qwen3-235b-a22b-thinking-2507,25,-0.8181818181818183,-9.08,True,False,stop,276,7720
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,1,434.5000007998601,434.5,True,True,stop,289,4819
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,2,52.22058823529397,52.21,True,False,stop,288,3734
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,3,43.70710061257786,43.71,True,True,stop,286,5165
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,4,59.625000077502335,59.63,True,True,stop,286,4279
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,5,234.44117647058678,234.44,True,True,stop,290,3212
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,6,139.75619837748158,139.76,True,True,stop,290,5380
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,7,-8.500000000000002,-8.5,True,True,stop,287,1197
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,8,1.1800000006661828,1.18,True,True,stop,289,3811
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,9,13.313207548937555,13.32,True,True,stop,284,9101
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,10,80.1666666805012,80.17,True,True,stop,289,1718
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,11,248.7812521572996,248.78,True,True,stop,289,4180
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,12,180.43425710188973,180.43,True,True,stop,288,6223
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,13,35.00000012569968,35.0,True,True,stop,290,2960
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,14,128.8749999999999,128.88,True,True,stop,288,3104
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,15,-7.289256198347107,-7.29,True,True,stop,289,4969
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,16,-10.343749966161802,-10.34,True,True,stop,288,4050
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,17,8.42352941176462,8.42,True,True,stop,286,2335
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,18,102.2264957264954,102.23,True,True,stop,287,7291
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,19,0.9374999999999987,0.94,True,True,stop,287,3548
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,20,-0.0689655172413792,-1.0,True,False,stop,286,3675
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,21,6.399999999999943,6.4,True,True,stop,284,1961
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,22,1.7896725440806143,1.79,True,True,stop,288,3905
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,23,4.720000000000004,4.72,True,True,stop,288,1864
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,24,0.27160493827160576,0.27,True,True,stop,282,4504
qwen3-235b-a22b-thinking-2507,level-1,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,quadratic_programming__quadratic_programming__qwen3-235b-a22b-thinking-2507,25,-4.742647058823536,-4.74,True,True,stop,286,6851
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,1,6.92820323027551,6.93,True,True,stop,264,7854
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,2,20.533069176171747,20.53,True,True,stop,261,6527
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,3,10.735871271461187,10.73,True,True,stop,268,13213
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,4,11.45045682512972,11.45,True,True,stop,270,7546
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,5,6.0,6.0,True,True,stop,262,3637
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,6,8.048995012177526,8.05,True,True,stop,269,9404
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,7,6.030226870855282,6.03,True,True,stop,264,4875
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,8,4.4194338192452935,4.42,True,True,stop,259,7746
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,9,6.621199478481605,6.62,True,True,stop,266,7465
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,10,0.5499999974983946,0.55,True,True,stop,259,3386
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,11,8.299100965226359,8.3,True,True,stop,266,9098
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,12,9.155457280084267,9.15,True,True,stop,263,10081
qwen3-235b-a22b-thinking-2507,level-2,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,geometric__basic_geometric_programming__qwen3-235b-a22b-thinking-2507,13,4.9512081921894495,4.95,True,True,stop,261,5950
