model,level,module,module_short,problem_index,expected_answer,model_answer,answered,correct,finish_reason,input_tokens,output_tokens
deepseek-v4-pro,level-1,geometric__basic_geometric_programming,GP,18,3.991747179179267,3.99,True,True,stop,264,5660
deepseek-v4-pro,level-1,geometric__basic_geometric_programming,GP,19,3.2586307058684336,3.26,True,True,stop,268,15686
deepseek-v4-pro,level-1,geometric__basic_geometric_programming,GP,20,1.399999992609109,1.4,True,True,stop,262,1233
deepseek-v4-pro,level-1,geometric__basic_geometric_programming,GP,21,5.152371969265797,5.15,True,True,stop,262,7705
deepseek-v4-pro,level-1,geometric__basic_geometric_programming,GP,22,4.14640395801335,4.1464,True,True,stop,264,9585
deepseek-v4-pro,level-1,geometric__basic_geometric_programming,GP,23,12.277684155734296,12.28,True,True,stop,264,12514
deepseek-v4-pro,level-1,geometric__basic_geometric_programming,GP,24,6.932856366824589,6.93,True,True,stop,266,5815
deepseek-v4-pro,level-1,geometric__basic_geometric_programming,GP,25,5.984235914164003,,False,,length,268,16000
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,1,-10.0,-10.0,True,True,stop,257,1515
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,2,-8.0,-8.0,True,True,stop,257,2980
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,3,-8.0,-8.0,True,True,stop,257,2266
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,4,-6.0,-6.0,True,True,stop,257,3109
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,5,-18.0,-18.0,True,True,stop,257,906
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,6,-1.0,-1.0,True,True,stop,257,1568
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,7,-30.0,-30.0,True,True,stop,258,7981
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,8,12.0,12.0,True,True,stop,257,3890
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,9,-42.0,-42.0,True,True,stop,256,9136
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,10,12.0,12.0,True,True,stop,257,1084
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,11,-40.0,-40.0,True,True,stop,257,2993
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,12,20.0,20.0,True,True,stop,258,1706
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,13,-27.0,-27.0,True,True,stop,257,2166
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,14,-13.0,-13.0,True,True,stop,257,4171
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,15,56.0,56.0,True,True,stop,258,673
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,16,-9.0,-9.0,True,True,stop,257,3726
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,17,-32.0,-32.0,True,True,stop,258,970
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,18,-36.0,-36.0,True,True,stop,256,829
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,19,-12.0,-12.0,True,True,stop,256,4039
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,20,4.0,4.0,True,True,stop,257,2509
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,21,8.0,8.0,True,True,stop,257,1380
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,22,8.0,8.0,True,True,stop,256,741
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,23,12.0,12.0,True,True,stop,257,978
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,24,45.0,45.0,True,True,stop,257,2107
deepseek-v4-pro,level-1,linear_programming__non_trivial_linear_programming,LP,25,9.0,9.0,True,True,stop,258,3227
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,1,-2.9457227954162417,-2.95,True,True,stop,290,10928
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,2,-0.5000000000000001,-0.5,True,True,stop,290,1593
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,3,-3.1999999999999997,-3.2,True,True,stop,290,1632
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,4,-1.3448275862068964,-1.3448,True,True,stop,290,2632
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,5,-1.5445840040597094,-1.545,True,True,stop,290,11522
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,6,-6.841533365055232,,False,,length,290,16000
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,7,-0.2884615384615385,-0.28846,True,True,stop,290,1669
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,8,-2.4941789126570786,,False,,length,290,16000
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,9,-4.0357142857142865,-4.04,True,True,stop,290,2025
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,10,-3.413793103448276,-3.41,True,True,stop,290,1700
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,11,-1.0,-1.0,True,True,stop,290,2068
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,12,-1.1363636363636362,-1.136,True,True,stop,290,1957
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,13,-2.4146033136827745,-2.41,True,True,stop,290,14353
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,14,-0.5357142857142856,-0.54,True,True,stop,290,2661
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,15,-0.6600000000000001,-0.66,True,True,stop,290,1722
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,16,-2.8461538461538445,-2.846,True,True,stop,290,1661
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,17,-3.499999999999999,-3.5,True,True,stop,290,1546
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,18,-1.3636363636363638,-1.36,True,True,stop,290,2165
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,19,-1.638410684448729,-1.638,True,True,stop,290,10272
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,20,-5.100653152113239,,False,,length,290,16000
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,21,-1.125,-1.125,True,True,stop,290,1831
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,22,-4.583333333333335,-4.583,True,True,stop,290,1674
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,23,-0.75,-0.75,True,True,stop,290,1550
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,24,-0.8653846153846154,-0.8654,True,True,stop,290,2211
deepseek-v4-pro,level-1,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,25,-0.8181818181818183,-0.81818,True,True,stop,290,1893
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,1,434.5000007998601,434.5,True,True,stop,298,1507
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,2,52.22058823529397,52.22,True,True,stop,299,4645
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,3,43.70710061257786,43.71,True,True,stop,299,2817
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,4,59.625000077502335,59.625,True,True,stop,299,2159
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,5,234.44117647058678,234.44,True,True,stop,299,1999
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,6,139.75619837748158,139.76,True,True,stop,299,2918
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,7,-8.500000000000002,-8.5,True,True,stop,299,930
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,8,1.1800000006661828,1.18,True,True,stop,299,1996
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,9,13.313207548937555,13.31,True,True,stop,296,9023
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,10,80.1666666805012,80.17,True,True,stop,299,1436
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,11,248.7812521572996,248.78,True,True,stop,301,1898
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,12,180.43425710188973,180.43,True,True,stop,299,4733
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,13,35.00000012569968,35.0,True,True,stop,297,1820
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,14,128.8749999999999,128.875,True,True,stop,299,2023
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,15,-7.289256198347107,-7.29,True,True,stop,301,4260
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,16,-10.343749966161802,-10.34,True,True,stop,299,1708
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,17,8.42352941176462,8.42,True,True,stop,298,3744
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,18,102.2264957264954,102.23,True,True,stop,297,3545
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,19,0.9374999999999987,0.9375,True,True,stop,298,1361
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,20,-0.0689655172413792,-0.07,True,True,stop,299,2307
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,21,6.399999999999943,6.4,True,True,stop,297,1174
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,22,1.7896725440806143,1.79,True,True,stop,297,2616
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,23,4.720000000000004,4.72,True,True,stop,297,1212
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,24,0.27160493827160576,0.2716,True,True,stop,296,3124
deepseek-v4-pro,level-1,quadratic_programming__quadratic_programming,QP,25,-4.742647058823536,-4.74,True,True,stop,295,3631
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,1,6.92820323027551,6.93,True,True,stop,279,2747
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,2,20.533069176171747,,False,,length,276,16000
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,3,10.735871271461187,7.49,True,False,stop,281,12806
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,4,11.45045682512972,11.45,True,True,stop,283,10144
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,5,6.0,6.0,True,True,stop,277,1681
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,6,8.048995012177526,8.05,True,True,stop,282,9565
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,7,6.030226870855282,6.03,True,True,stop,279,4131
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,8,4.4194338192452935,4.42,True,True,stop,274,9858
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,9,6.621199478481605,6.62,True,True,stop,279,15501
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,10,0.5499999974983946,0.55,True,True,stop,274,1411
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,11,8.299100965226359,,False,,length,280,16000
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,12,9.155457280084267,9.16,True,True,stop,278,12651
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,13,4.9512081921894495,4.95,True,True,stop,277,8614
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,14,5.808595708532616,5.81,True,True,stop,279,13586
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,15,5.943886682393317,5.94,True,True,stop,279,4251
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,16,3.4641016151377544,3.46,True,True,stop,278,1584
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,17,3.6364306518917706,3.64,True,True,stop,274,6925
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,18,6.121564668748527,6.12,True,True,stop,278,6718
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,19,2.354362089405747,2.35,True,True,stop,274,6922
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,20,0.7415246301196246,0.74,True,True,stop,279,2352
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,21,13.16017119854099,13.16,True,True,stop,274,8883
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,22,5.834599683236885,5.83,True,True,stop,271,2465
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,23,10.187614242692456,10.19,True,True,stop,279,14328
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,24,7.259726925787131,7.26,True,True,stop,279,13083
deepseek-v4-pro,level-2,geometric__basic_geometric_programming,GP,25,20.70196703122801,20.7,True,True,stop,279,3780
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,1,3.0,3.0,True,True,stop,268,5583
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,2,3.0,3.0,True,True,stop,268,748
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,3,28.0,28.0,True,True,stop,267,2287
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,4,2.0,2.0,True,True,stop,266,1531
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,5,46.0,46.0,True,True,stop,268,1710
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,6,-72.0,-72.0,True,True,stop,268,1423
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,7,2.0,2.0,True,True,stop,266,4085
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,8,38.0,38.0,True,True,stop,267,3431
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,9,93.0,93.0,True,True,stop,266,10068
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,10,72.0,72.0,True,True,stop,266,1331
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,11,40.0,40.0,True,True,stop,268,2148
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,12,12.0,12.0,True,True,stop,267,2691
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,13,4.0,4.0,True,True,stop,265,907
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,14,-16.0,-16.0,True,True,stop,266,667
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,15,41.0,41.0,True,True,stop,269,8474
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,16,-22.0,-22.0,True,True,stop,266,4134
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,17,12.0,12.0,True,True,stop,266,4388
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,18,5.0,5.0,True,True,stop,267,2687
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,19,-63.0,-63.0,True,True,stop,267,779
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,20,30.0,30.0,True,True,stop,266,1466
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,21,10.0,10.0,True,True,stop,269,1984
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,22,3.0,3.0,True,True,stop,267,1360
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,23,-18.0,-18.0,True,True,stop,268,3966
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,24,10.0,10.0,True,True,stop,267,4829
deepseek-v4-pro,level-2,linear_programming__non_trivial_linear_programming,LP,25,-40.0,-40.0,True,True,stop,264,2456
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,1,-1.6428571428571428,-1.64,True,True,stop,329,2368
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,2,-1.5000000000000002,-1.5,True,True,stop,329,1637
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,3,-0.5999999999999999,-0.6,True,True,stop,329,1966
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,4,-2.2499999999999996,-2.25,True,True,stop,329,1666
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,5,-3.870400160177822,-3.87,True,True,stop,329,11292
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,6,-3.412834032881211,,False,,length,329,16000
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,7,-2.0,-2.0,True,True,stop,329,1640
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,8,-2.24943560250569,-2.25,True,True,stop,329,12786
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,9,-5.028944265427433,,False,,length,329,16000
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,10,-1.1091141767915658,,False,,length,329,16000
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,11,-0.5388452380075851,-0.5385,True,True,stop,329,9290
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,12,-1.2027449656676583,-1.2,True,True,stop,329,12494
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,13,-1.2115384615384615,-1.2115,True,True,stop,329,2544
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,14,-2.2688233808525147,,False,,length,329,16000
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,15,-3.85,-3.85,True,True,stop,329,1689
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,16,-0.16666666666666666,-0.1667,True,True,stop,329,1679
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,17,-0.7941176470588234,-0.7941176470588235,True,True,stop,329,1630
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,18,-1.8846153846153844,-1.8846,True,True,stop,329,2636
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,19,-4.9329953915187605,,False,,length,329,16000
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,20,-2.326220239708214,,False,,length,329,16000
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,21,-2.5882352941176476,-2.588,True,True,stop,329,2248
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,22,-1.2500000000000002,-1.25,True,True,stop,329,2146
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,23,-5.848400114093492,,False,,length,329,16000
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,24,-2.317253839678489,,False,,length,329,16000
deepseek-v4-pro,level-2,quadratic_constrained_quadratic_programming__basic_qcqp,QCQP,25,-1.777777777777778,-1.78,True,True,stop,329,1740
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,1,8.378048780487813,8.38,True,True,stop,309,1625
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,2,31.03999999864849,31.04,True,True,stop,308,3070
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,3,42.00000000022205,42.0,True,True,stop,309,1536
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,4,108.47499999999994,108.48,True,True,stop,307,3407
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,5,-2.0,-2.0,True,True,stop,310,1237
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,6,78.3757399500557,78.38,True,True,stop,309,3478
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,7,46.000000000712426,46.0,True,True,stop,309,1246
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,8,96.00000000103965,96.0,True,True,stop,310,2101
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,9,-1.9655172413793078,-1.97,True,True,stop,307,2292
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,10,182.04101551962736,182.04,True,True,stop,309,2893
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,11,54.000000047831634,54.0,True,True,stop,308,1108
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,12,-1.9999999996984865,-2.0,True,True,stop,307,1528
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,13,62.13888889729991,62.14,True,True,stop,308,3902
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,14,46.02352941176489,46.02,True,True,stop,309,4622
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,15,6.000000000000001,6.0,True,True,stop,310,2077
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,16,29.000000011405557,29.0,True,True,stop,309,2140
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,17,37.500000006158245,37.5,True,True,stop,308,1555
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,18,2.944444445638918,2.94,True,True,stop,310,1997
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,19,282.2500000131683,282.25,True,True,stop,308,909
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,20,411.5827586206872,411.58,True,True,stop,308,5290
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,21,18.444444444444237,18.44,True,True,stop,307,1260
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,22,65.40625000045968,65.41,True,True,stop,309,1905
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,23,382.1111111218892,382.11,True,True,stop,310,3283
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,24,35.60000000000002,35.6,True,True,stop,310,1157
deepseek-v4-pro,level-2,quadratic_programming__quadratic_programming,QP,25,22.99999999988581,23.0,True,True,stop,308,766
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,1,1.732299936871923,,False,,length,315,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,2,29.224600646821024,29.23,True,True,stop,303,8818
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,3,5.291502224600881,5.2915,True,True,stop,305,4396
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,4,0.2828427121087018,0.28284,True,True,stop,299,11591
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,5,3.0687089984672182,,False,,length,305,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,6,2.4987213032829176,,False,,length,292,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,7,21.475104297602154,,False,,length,302,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,8,0.4000000187408366,0.4,True,True,stop,309,2081
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,9,16.72724032922442,,False,,length,309,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,10,4.397691725451946,4.4,True,True,stop,305,4871
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,11,0.34154199277876984,0.34,True,True,stop,309,9870
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,12,2.8474740083778936,,False,,length,308,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,13,2.6048706981955276,,False,,length,299,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,14,2.190889612988114,2.19,True,True,stop,302,4143
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,15,1.8456403824133711,,False,,length,307,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,16,10.293305663698165,10.29,True,True,stop,303,11280
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,17,0.7057515185178131,,False,,length,317,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,18,11.743888455438105,11.74,True,True,stop,304,15619
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,19,4.5175395107791685,4.52,True,True,stop,315,7542
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,20,11.775329280475392,,False,,length,312,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,21,0.876923076901222,0.93,True,False,stop,305,4982
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,22,15.355713754415305,,False,,length,298,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,23,31.332264770458927,,False,,length,312,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,24,7.623337317415972,,False,,length,313,16000
deepseek-v4-pro,level-3,geometric__basic_geometric_programming,GP,25,8.797261468547369,,False,,length,308,16000
