model,level,source_file,example_index,problem_type,primary_error_type,secondary_error_types,correct,finish_reason,input_tokens,output_tokens,reasoning_formulation_score,reasoning_approach_score,reasoning_constraint_score,reasoning_hallucination,reasoning_failure_point,arithmetic_error_found,arithmetic_first_error_step,arithmetic_computed_value,arithmetic_correct_value,arithmetic_error_magnitude,arithmetic_cascaded,arithmetic_additional_independent_errors,final_correct_value_in_reasoning,final_correct_value_found,final_distance_from_expected,final_model_recognized_it,final_reason_not_recognized,final_context
Claude,level-2,Claude Results Levels 1-4/level-2/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,6,qcqp,partial_reasoning_failure,continued_refinement|arithmetic_failure,,max_tokens,469,16000,2,1,2,False,Method stops short of an exact analytic KKT solution for the global minimum; optimal value is found numerically along the active constraint boundary without a final algebraic proof or fully verified KKT for the best candidate.,True,Quadratic solution for x2 at x1=0.8 on C2 boundary,0.3873,0.3871,small (< 5%),True,0,True,-2.317,0.0003,False,continued_refinement,
Claude,level-2,Claude Results Levels 1-4/level-2/quadratic_programming__quadratic_programming__claude-sonnet-4-6.json,0,quadratic_programming,arithmetic_failure,no_correct_value_found,False,end_turn,441,989,2,2,2,False,minor arithmetic error only; reasoning is correct and complete,True,"Expanding and combining the linear term after substitution (used -300x1, correct is -294x1)",linear term -300x1,linear term -294x1,small (< 5%),True,0,False,,,,,
Claude,level-3,Claude Results Levels 1-4/level-3/geometric__basic_geometric_programming__claude-sonnet-4-6.json,0,geometric,no_correct_value_found,,False,end_turn,451,7074,2,2,2,False,"minor numeric error, not reasoning",False,,,,,,0,False,,,,,
Claude,level-3,Claude Results Levels 1-4/level-3/geometric__basic_geometric_programming__claude-sonnet-4-6.json,1,geometric,partial_reasoning_failure,arithmetic_failure,False,end_turn,462,811,2,1,2,False,"Did not prove global optimality—only checked a single boundary point, without justification that the global minimum must be there.",True,"Objective computation: f evaluated at (x1=5, x2=0.5, x3=0.5)",0.2,0.4,large (> 20%),False,0,False,,,,,
Claude,level-3,Claude Results Levels 1-4/level-3/geometric__basic_geometric_programming__claude-sonnet-4-6.json,2,geometric,no_correct_value_found,,False,end_turn,452,6581,2,2,2,False,"No major failure—solution is complete and globally justified with all constraints correctly handled. Only minor estimations/numerical rounding, but reasoning is correct.",False,,,,,,0,False,,,,,
Claude,level-3,Claude Results Levels 1-4/level-3/geometric__basic_geometric_programming__claude-sonnet-4-6.json,3,geometric,partial_constraint_handling_failure,partial_reasoning_failure,False,end_turn,447,1394,2,1,1,False,"The model does not rigorously justify that the minimum must occur at x1=0.5 and x2*x3 at its lower bound, i.e., it restricts the problem to a specific case without proof, and only checks constraints at this sampled point rather than solving the full set of KKT or active-set conditions.",False,,,,,,0,False,,,,,
Claude,level-3,Claude Results Levels 1-4/level-3/geometric__basic_geometric_programming__claude-sonnet-4-6.json,4,geometric,continued_refinement,,,max_tokens,462,16000,2,2,2,False,"N/A – The reasoning is correct and complete. The only potential gap is absence of a fully closed-form algebraic solution, but the logic justifies global optimality by exhaustive active-set and boundary-based reasoning.",False,,,,,,0,True,31.33,0.00,False,continued_refinement,"Model computed 31.33 repeatedly and indicated it as minimum so far, but kept iterating to slightly tweak x1 and x2 and exploring if a slightly lower value could be found; response ends in the midst of this refinement, not immediately after first appearance of the correct value."
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,0,qcqp,arithmetic_failure,no_correct_value_found,False,end_turn,527,2581,2,2,2,False,"No reasoning failure—the method was mathematically sound. Any mismatch with the expected answer is due to arithmetic differences, not reasoning.",True,Solving Q_0 x = -c_0 for x*,"x* ≈ [-0.5243, 0.1222, -0.2548]","x* ≈ [-0.650203, 0.278268, -0.015522]",medium (5-20%),True,0,False,,,,,
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,1,qcqp,continued_refinement,arithmetic_failure,,max_tokens,527,16000,2,2,2,False,No fundamental failure; only numerical approximation in Lagrange multiplier estimation.,True,Gaussian elimination to solve for unconstrained minimum x*,"x* = (6/11, -104/77, -5/7); Q0 x + c0 ≠ 0",x* such that Q0 x + c0 = 0 (must be computed correctly),large (> 20%),True,0,True,-3.7482,0.0020,False,continued_refinement,
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,2,qcqp,continued_refinement,,,max_tokens,527,16000,2,2,2,False,None -- the model's reasoning establishes global optimality and handles all constraints properly.,,,,,,,,True,-2.84,0.0026,False,continued_refinement,
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,3,qcqp,continued_refinement,,,max_tokens,527,16000,2,2,2,False,No failure; reasoning is correct and optimality is established.,,,,,,,,True,-3.50425,0.00018,False,continued_refinement,"Numerous values close to -3.504 were computed, checked, and interpolated, but the model kept refining rather than declaring a final answer before cutoff."
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,4,qcqp,partial_constraint_handling_failure,partial_reasoning_failure|arithmetic_failure,,max_tokens,527,16000,2,1,1,False,"No global optimality argument: only point sampling, not a complete proof.",True,Unconstrained minimum x* computation (matrix inversion/Q_0 solve),"[71/57, 54/57, 134/57]","[2, 1, 1]",large (> 20%),True,0,False,,,,,
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,5,qcqp,arithmetic_failure,no_correct_value_found,,max_tokens,527,16000,2,2,2,False,"output cut off before final answer, but reasoning is fully valid throughout",True,"Gaussian elimination for x at λ_2 = 0.2, R3 update","x2 = 0.32209, x3 = 0.069594, x1 = -0.24947","x2 ≈ 0.2975, x3 ≈ 0.0556, x1 ≈ -0.2391",medium (5-20%),True,0,False,,,,,
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,6,qcqp,continued_refinement,,,max_tokens,527,16000,2,2,2,False,None; reasoning is complete and correct for a convex QCQP using active-set/KKT analysis with numerical parameter search.,False,,,,,,0,True,-8.5402,0.0038,False,continued_refinement,
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,7,qcqp,partial_constraint_handling_failure,partial_reasoning_failure|continued_refinement,,max_tokens,527,16000,2,1,1,False,Did not prove global optimality—relied on restricted direction search and did not fully justify optimal set.,False,,,,,,0,True,-2.33,0.0096,False,continued_refinement,"Model computed -2.33 at t=0.438, nearly matching expected, but continued to search instead of declaring it as the answer."
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,8,qcqp,continued_refinement,arithmetic_failure,,max_tokens,527,16000,2,2,2,False,N/A,True,"Solving the unconstrained minimum Q_0 x = -c_0, the model claims x ≈ [0.24074, -0.44444, 0.18518]","[0.24074, -0.44444, 0.18518]","[0.2, -0.4, 0.2]",medium (5-20%),True,0,True,-0.72997,0.00,False,continued_refinement,"The model keeps refining and interpolating values, never finalizing a single answer before cutoff. Multiple plausible final values appear; no final answer is committed."
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,9,qcqp,partial_constraint_handling_failure,partial_reasoning_failure,,max_tokens,527,16000,2,1,1,False,Did not establish global optimality; stopped at systematic feasible point sampling without a global argument.,False,,,,,,0,False,,,,,
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_programming__quadratic_programming__claude-sonnet-4-6.json,0,quadratic_programming,no_correct_value_found,,,max_tokens,476,16000,2,2,2,False,N/A,False,,,,,,0,False,,,,,
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_programming__quadratic_programming__claude-sonnet-4-6.json,1,quadratic_programming,arithmetic_failure,no_correct_value_found,False,end_turn,472,12162,2,2,2,False,"Final numerical answer is off due to arithmetic or algebraic computation errors, not reasoning or constraint logic.",True,"Model computes the optimal value as f* = (78923 - 18881^2/4802)/18 = 22496085/86436 ≈ 260.263, which is incorrect for this quadratic objective.",260.263,519.742,large (> 20%),True,0,False,,,,,
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_programming__quadratic_programming__claude-sonnet-4-6.json,2,quadratic_programming,no_correct_value_found,,False,end_turn,475,8322,2,2,2,False,Minor arithmetic/rounding error in final evaluation; all reasoning steps and constraint analyses are correct.,False,,,,,,0,False,,,,,
Claude,level-3,Claude Results Levels 1-4/level-3/quadratic_programming__quadratic_programming__claude-sonnet-4-6.json,3,quadratic_programming,continued_refinement,,,max_tokens,470,16000,2,2,2,False,"None; the model provided a fully justified, stepwise optimality proof using KKT, with only arithmetic estimation errors, not reasoning faults.",False,,,,,,0,True,180.82,0.01,False,continued_refinement,"Model computed (1/2)x^T P x = 180.82 and f* ≈ 181.28, but continued multiple recalculations, seeking further accuracy, never submitting a final explicit answer."
Claude,level-4,Claude Results Levels 1-4/level-4/geometric__basic_geometric_programming__claude-sonnet-4-6.json,0,geometric,no_correct_value_found,,,max_tokens,481,16000,2,2,2,False,Not a failure; the solution is thorough and globally justified.,False,,,,,,0,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/geometric__basic_geometric_programming__claude-sonnet-4-6.json,1,geometric,arithmetic_failure,no_correct_value_found,False,end_turn,447,9371,2,2,2,False,"The answer is approximate (18.35 vs. 18.332...), but this is not a reasoning error; the mathematical reasoning trail is clear and rigorous, with all key global optimality steps proven.",True,"Model computes objective value at x1=2.075, x2=1.5463, x3=1.376 as f ≈ 18.35",18.35,18.36,small (< 5%),True,0,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/geometric__basic_geometric_programming__claude-sonnet-4-6.json,2,geometric,arithmetic_failure,no_correct_value_found,False,end_turn,461,9122,2,2,2,False,The model's selected point is slightly suboptimal; it does not fully optimize over all feasible x1 but uses a justified boundary/active-set argument for constraints.,True,"Evaluation of the objective function f at x1=5, x2=1.788, x3=0.3226",3.17,3.90,medium (5-20%),False,0,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/geometric__basic_geometric_programming__claude-sonnet-4-6.json,3,geometric,continued_refinement,,,max_tokens,480,16000,2,2,2,False,No major failure; the model's approach is complete and globally justifies the minimum within mathematical reasoning.,False,,,,,,0,True,23.97,0.00,False,continued_refinement,
Claude,level-4,Claude Results Levels 1-4/level-4/geometric__basic_geometric_programming__claude-sonnet-4-6.json,4,geometric,partial_reasoning_failure,,False,end_turn,462,2084,2,1,2,False,Did not prove global optimality; only searched subspaces and sampled points.,False,,,,,,0,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/geometric__basic_geometric_programming__claude-sonnet-4-6.json,5,geometric,partial_reasoning_failure,continued_refinement,,max_tokens,479,16000,2,1,2,False,"The model did not mathematically prove global optimality, as its iterative coordinate-wise minimization and feasibility checks do not guarantee finding the overall constrained global minimum.",False,,,,,,0,True,51.55,0.01,False,continued_refinement,
Claude,level-4,Claude Results Levels 1-4/level-4/geometric__basic_geometric_programming__claude-sonnet-4-6.json,6,geometric,partial_reasoning_failure,,False,end_turn,469,3020,2,1,2,False,"Did not rigorously prove global optimality—relied on parametric search and sampling, not a mathematically justified argument for the global minimum.",False,,,,,,0,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/geometric__basic_geometric_programming__claude-sonnet-4-6.json,7,geometric,partial_reasoning_failure,continued_refinement,,max_tokens,466,16000,2,1,2,False,The model does not fully prove global optimality beyond the explored boundary and falls short of a conclusive mathematical proof.,False,,,,,,0,True,46.53,0.01,False,continued_refinement,
Claude,level-4,Claude Results Levels 1-4/level-4/linear_programming__non_trivial_linear_programming__claude-sonnet-4-6.json,0,linear_programming,continued_refinement,,,max_tokens,423,16000,2,2,2,False,No critical reasoning failure; only minor arithmetic issues in KKT computations.,False,,,,,,0,True,26,0.0,False,continued_refinement,
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,0,qcqp,partial_constraint_handling_failure,partial_reasoning_failure,,max_tokens,589,16000,2,1,1,False,Did not fully solve the KKT or otherwise prove global optimality; only sampled likely directions and checked feasibility.,False,,,,,,0,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,1,qcqp,continued_refinement,,,max_tokens,589,16000,2,2,2,False,none,,,,,,,,True,-2.359,0.00,False,continued_refinement,
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,2,qcqp,unknown,,,max_tokens,589,16000,2,2,2,False,"None—the reasoning is complete, global, and constraint-aware throughout.",False,,,,,,0,True,-3.582,0.0004,False,token_limit,
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,3,qcqp,partial_reasoning_failure,arithmetic_failure,,max_tokens,589,16000,2,1,2,False,"solution approach: only proves local active set (constraint 3 active), does not justify global optimality or that other constraints are inactive.",True,"Solving Qx = -c at λ₃=2 (system: Q=[[29,2,-8],[2,27,12],[-8,12,19]], c=[10,6,-7]), producing incorrect x.","x ≈ [-0.3531, -0.6222, 0.7767]","x ≈ [-0.1691, -0.2556, 0.4403]",large (> 20%),True,0,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,4,qcqp,continued_refinement,,,max_tokens,589,16000,2,2,2,False,"No failure: correct formulation, complete optimality method, full constraint justification, and supported answer.",,,,,,,,True,-1.6789,0.00005,False,continued_refinement,"The model kept interpolating between lambda values, recalculating and refining rather than committing to the correct value, despite having already calculated the optimal value within tolerance."
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,5,qcqp,partial_constraint_handling_failure,partial_reasoning_failure|continued_refinement,,max_tokens,589,16000,2,1,1,False,"Approach failed to fully solve and prove the global optimum, stopping at point sampling and incomplete KKT analysis without a mathematically complete solution.",False,,,,,,0,True,-2.758,0.00,False,continued_refinement,"QCQP; correct value found solving linear system for KKT with single active constraint, but model keeps refining instead of concluding."
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,6,qcqp,continued_refinement,arithmetic_failure,,max_tokens,589,16000,2,2,2,False,none; reasoning is exhaustive and establishes global optimality for the constrained minimum.,True,Unconstrained minimum objective calculation: sign error,+4.829,-4.829,large (> 20%),True,0,True,-4.826289,0.0000006,False,continued_refinement,"QCQP, model found and checked all constraints for -4.826, confirmed KKT, but continued iterating/interpolating to higher decimal and pursuing negligible precision improvements."
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,7,qcqp,partial_constraint_handling_failure,partial_reasoning_failure|arithmetic_failure,,max_tokens,589,16000,2,1,1,False,Did not solve the full KKT system or justify active-constraint set; attempted parameter search without establishing global optimality.,True,Constraint 1 at x* computed as ~180.88; correct value is 182.998,180.88,182.998,small (< 5%),False,0,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,8,qcqp,partial_reasoning_failure,,,max_tokens,589,16000,2,1,2,False,"Incomplete global optimality justification—not solving KKT or proving optimality, only heuristic point search.",,,,,,,,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_constrained_quadratic_programming__basic_qcqp__claude-sonnet-4-6.json,9,qcqp,partial_reasoning_failure,arithmetic_failure,,max_tokens,589,16000,2,1,2,False,Incomplete global optimality proof: the solution is based on point samples and partial active-set analysis without a full KKT/active constraint solution.,True,"Unconstrained minimum solution, x2 simplification: model sets x2 = 341/103 instead of 3751/1133.",x2 = 341/103 ≈ 3.311,x2 = 3751/1133 ≈ 3.312,small (< 5%),True,0,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_programming__quadratic_programming__claude-sonnet-4-6.json,0,quadratic_programming,arithmetic_failure,no_correct_value_found,False,end_turn,491,5256,2,2,2,False,Arithmetic/numerical calculation error after correct reasoning and active-set analysis.,True,"Substitution and simplification of the reduced quadratic in x1, x2 (missing the (1/2) factor on cross and square terms)","Coefficients for x1x2: 18, for x2^2: 66, instead of the correct values with the (1/2) factor.","Coefficients for x1x2: 9, for x2^2: 33 (as (1/2)[18x1x2]=9x1x2 and (1/2)[66x2^2]=33x2^2)",large (> 20%),True,0,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_programming__quadratic_programming__claude-sonnet-4-6.json,1,quadratic_programming,partial_constraint_handling_failure,partial_reasoning_failure|arithmetic_failure,,max_tokens,484,16000,2,1,1,False,"The model was unable to complete the KKT and active-set procedure to global optimality, so did not establish a finished optimum or final value.",True,Reducing -9888/2468 to -2472/617 for x3,-2472/617,-4944/1234 (≈ -2.0065),large (> 20%),True,0,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_programming__quadratic_programming__claude-sonnet-4-6.json,2,quadratic_programming,no_correct_value_found,,,max_tokens,488,16000,2,2,2,False,"The solution is cut off mid-calculations because of length, but all reasoning up to the cutoff is valid and rigorous.",False,,,,,,0,False,,,,,
Claude,level-4,Claude Results Levels 1-4/level-4/quadratic_programming__quadratic_programming__claude-sonnet-4-6.json,3,quadratic_programming,arithmetic_failure,no_correct_value_found,False,end_turn,491,2997,2,2,2,False,"Arithmetic/numeric error in final objective value calculation, not reasoning or constraint logic.",True,"x^T P x expanded for x = (u, 3u-3, 2u-1) (model uses 257 instead of 258 for the constant term)",257,258,small (< 5%),True,0,False,,,,,
